Rk,Player,Rate,Att,Day,G#,Week,Date,Age,Team,,Opp,Result,Cmp,Att,Inc,Cmp%,Yds,TD,Int,Pick6,TD%,Int%,Rate,Sk,Yds,Sk%,Y/A,AY/A,ANY/A,Y/C,Succ%,Pos.
26,Desmond Ridder,70.1,27,Sun,12,13,12/3/23,24-094,ATL,@,NYJ,W 13-8,12,27,15,44.4,121,1,0,0,3.7,0,70.1,3,17,10,4.5,5.22,4.13,10.1,33.3,QB
27,Jameis Winston,69.6,5,Sun,12,13,12/3/23,29-331,NOR,,DET,L 28-33,2,5,3,40,41,0,0,0,0,0,69.6,0,0,0,8.2,8.2,8.2,20.5,40,QB
28,Bailey Zappe,68.9,25,Sun,12,13,12/3/23,24-221,NWE,,LAC,L 0-6,13,25,12,52,141,0,0,0,0,0,68.9,5,32,16.67,5.6,5.64,3.63,10.8,30,QB
29,Baker Mayfield,68.5,29,Sun,12,13,12/3/23,28-233,TAM,,CAR,W 21-18,14,29,15,48.3,202,1,1,0,3.4,3.4,68.5,1,8,3.33,7,6.1,5.63,14.4,33.3,QB
30,Tim Boyle,56.7,25,Sun,12,13,12/3/23,29-061,NYJ,,ATL,L 8-13,14,25,11,56,148,0,1,0,0,4,56.7,1,5,3.85,5.9,4.12,3.77,10.6,26.9,QB
31,Trevor Siemian,55.3,13,Sun,12,13,12/3/23,31-342,NYJ,,ATL,L 8-13,5,13,8,38.5,66,0,0,0,0,0,55.3,3,12,18.75,5.1,5.08,3.38,13.2,18.8,QB
32,Russell Wilson,53.2,26,Sun,12,13,12/3/23,35-004,DEN,@,HOU,L 17-22,15,26,11,57.7,186,1,3,0,3.8,11.5,53.2,3,22,10.34,7.2,2.73,1.69,12.4,37.9,QB
33,Bryce Young,52.9,31,Sun,12,13,12/3/23,22-131,CAR,@,TAM,L 18-21,15,31,16,48.4,178,0,1,0,0,3.2,52.9,4,29,11.43,5.7,4.29,2.97,11.9,34.3,QB
34,Sam Howell,50.5,23,Sun,13,13,12/3/23,23-078,WAS,,MIA,L 15-45,12,23,11,52.2,127,0,1,1,0,4.3,50.5,3,20,11.54,5.5,3.57,2.38,10.6,26.9,QB
35,Taysom Hill,39.6,2,Sun,12,13,12/3/23,33-102,NOR,,DET,L 28-33,0,2,2,0,0,0,0,0,0,0,39.6,0,0,0,0,0,0,,0,QB
36,Tyler Boyd,0,1,Mon,12,13,12/4/23,29-019,CIN,@,JAX,W 34-31 (OT),0,1,1,0,0,0,1,0,0,100,0,0,0,0,0,-45,-45,,0,WR
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
