Rk,Player,Rate,Att,Day,G#,Week,Date,Age,Team,,Opp,Result,Cmp,Att,Inc,Cmp%,Yds,TD,Int,Pick6,TD%,Int%,Rate,Sk,Yds,Sk%,Y/A,AY/A,ANY/A,Y/C,Succ%,Pos.
21,Brock Purdy,81.5,30,Mon,7,7,10/23/23,23-300,SFO,@,MIN,L 17-22,21,30,9,70,272,1,2,0,3.3,6.7,81.5,1,12,3.23,9.1,6.73,6.13,13,67.7,QB
22,Baker Mayfield,81,42,Sun,6,7,10/22/23,28-191,TAM,,ATL,L 13-16,27,42,15,64.3,275,1,1,0,2.4,2.4,81,3,19,6.67,6.5,5.95,5.13,10.2,42.2,QB
23,Derek Carr,73.4,55,Thu,7,7,10/19/23,32-205,NOR,,JAX,L 24-31,33,55,22,60,301,1,1,1,1.8,1.8,73.4,1,6,1.79,5.5,5.02,4.82,9.1,42.9,QB
24,Matthew Stafford,72.6,29,Sun,7,7,10/22/23,35-257,LAR,,PIT,L 17-24,14,29,15,48.3,231,1,1,0,3.4,3.4,72.6,2,12,6.45,8,7.1,6.26,16.5,32.3,QB
25,Justin Herbert,68.6,30,Sun,6,7,10/22/23,25-226,LAC,@,KAN,L 17-31,17,30,13,56.7,259,1,2,0,3.3,6.7,68.6,5,40,14.29,8.6,6.3,4.26,15.2,34.3,QB
26,Joshua Dobbs,68.5,33,Sun,7,7,10/22/23,28-269,ARI,@,SEA,L 10-20,19,33,14,57.6,146,0,0,0,0,0,68.5,4,28,10.81,4.4,4.42,3.19,7.7,29.7,QB
27,Jared Goff,68.4,53,Sun,7,7,10/22/23,29-008,DET,@,BAL,L 6-38,33,53,20,62.3,284,0,1,0,0,1.9,68.4,5,31,8.62,5.4,4.51,3.59,8.6,39.7,QB
28,Sam Howell,60.5,42,Sun,7,7,10/22/23,23-036,WAS,@,NYG,L 7-14,22,42,20,52.4,249,0,1,0,0,2.4,60.5,6,52,12.5,5.9,4.86,3.17,11.3,29.2,QB
29,P.J. Walker,51.3,32,Sun,6,7,10/22/23,28-238,CLE,@,IND,W 39-38,15,32,17,46.9,178,0,1,0,0,3.1,51.3,2,17,5.88,5.6,4.16,3.41,11.9,35.3,QB
30,Tyler Huntley,39.6,1,Sun,7,7,10/22/23,25-261,BAL,,DET,W 38-6,0,1,1,0,0,0,0,0,0,0,39.6,0,0,0,0,0,0,,0,QB
31,Brian Hoyer,37.1,32,Sun,7,7,10/22/23,38-009,LVR,@,CHI,L 12-30,17,32,15,53.1,129,0,2,1,0,6.3,37.1,1,8,3.03,4,1.22,0.94,7.6,42.4,QB
32,Deshaun Watson,0,5,Sun,6,7,10/22/23,28-038,CLE,@,IND,W 39-38,1,5,4,20,5,0,1,0,0,20,0,0,0,0,1,-8,-8,5,0,QB
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
