Rk,Player,Rate,Att,Day,G#,Week,Date,Age,Team,,Opp,Result,Cmp,Att,Inc,Cmp%,Yds,TD,Int,Pick6,TD%,Int%,Rate,Sk,Yds,Sk%,Y/A,AY/A,ANY/A,Y/C,Succ%,Pos.
24,Mac Jones,66.5,44,Sun,9,9,11/5/23,25-061,NWE,,WAS,L 17-20,24,44,20,54.5,220,1,1,0,2.3,2.3,66.5,0,0,0,5,4.43,4.43,9.2,43.2,QB
25,Will Levis,66.4,39,Thu,8,9,11/2/23,24-128,TEN,@,PIT,L 16-20,22,39,17,56.4,262,0,1,0,0,2.6,66.4,4,27,9.3,6.7,5.56,4.42,11.9,32.6,QB
26,Justin Herbert,65.4,30,Mon,8,9,11/6/23,25-241,LAC,@,NYJ,W 27-6,16,30,14,53.3,136,0,0,0,0,0,65.4,5,29,14.29,4.5,4.53,3.06,8.5,31.4,QB
27,Tyson Bagent,65.3,30,Sun,9,9,11/5/23,23-150,CHI,@,NOR,L 17-24,18,30,12,60,220,2,3,0,6.7,10,65.3,2,8,6.25,7.3,4.17,3.66,12.2,50,QB
28,Daniel Jones,51.6,9,Sun,9,9,11/5/23,26-162,NYG,@,LVR,L 6-30,4,9,5,44.4,25,0,0,0,0,0,51.6,2,17,18.18,2.8,2.78,0.73,6.3,27.3,QB
29,Geno Smith,49.3,28,Sun,8,9,11/5/23,33-026,SEA,@,BAL,L 3-37,13,28,15,46.4,157,0,1,0,0,3.6,49.3,4,34,12.5,5.6,4,2.44,12.1,28.1,QB
30,Bryce Young,48.3,39,Sun,8,9,11/5/23,22-103,CAR,,IND,L 13-27,24,39,15,61.5,173,1,3,2,2.6,7.7,48.3,4,36,9.3,4.4,1.49,0.51,7.2,34.9,QB
31,Brett Rypien,45.2,28,Sun,9,9,11/5/23,27-119,LAR,@,GNB,L 3-20,13,28,15,46.4,130,0,1,0,0,3.6,45.2,1,11,3.45,4.6,3.04,2.55,10,24.1,QB
32,Clayton Tune,20.8,20,Sun,9,9,11/5/23,24-227,ARI,@,CLE,L 0-27,11,20,9,55,58,0,2,0,0,10,20.8,7,41,25.93,2.9,-1.6,-2.7,5.3,18.5,QB
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
